date,site_reference,site_description,region_name,heavy_count,light_count,total_count,congestion_index,iso_week,pack_week,season_phase
2021-04-21,00200132,Whakamarama Telemetry Site 124,04 - Bay of Plenty,1680.5,11922.5,13603.0,100.0,16,16,MainPack
2021-04-21,00200141,TE PUNA - Telemetry Site 65 - West of Snodgrass,04 - Bay of Plenty,1850.0,21685.0,23535.0,100.0,16,16,MainPack
2021-04-21,00200200,OHINEPANEA - Telemetry Site 13 - West of Rogers Rd,04 - Bay of Plenty,1037.0,6469.0,7506.0,100.0,16,16,MainPack
2021-04-21,00200242,AWAKERI - Telemetry Site 92,04 - Bay of Plenty,909.5,11409.5,12319.0,100.0,16,16,MainPack
2021-04-21,00210152,TAKITIMU DRIVE - Telemetry Site 105 - Inc ,04 - Bay of Plenty,2220.5,22876.5,25097.0,100.0,16,16,MainPack
2021-04-21,00210180,TEL Toll Gantry -Telemetry Site 122 - EB,04 - Bay of Plenty,862.0,5821.0,6683.0,95.53,16,16,MainPack
2021-04-21,00220152,TAKITIMU DRIVE - Telemetry Site 105 - Dec ,04 - Bay of Plenty,2124.0,22704.0,24828.0,100.0,16,16,MainPack
2021-04-21,00220180,TEL Toll Gantry -Telemetry Site 122 - WB,04 - Bay of Plenty,889.5,5084.5,5974.0,88.1,16,16,MainPack
2021-04-22,00200132,Whakamarama Telemetry Site 124,04 - Bay of Plenty,2005.0,13152.0,15157.0,100.0,16,16,MainPack
2021-04-22,00200141,TE PUNA - Telemetry Site 65 - West of Snodgrass,04 - Bay of Plenty,2158.5,22660.5,24819.0,100.0,16,16,MainPack
2021-04-22,00200166,KAIRUA - Telemetry Site 120 - (WIM Site),04 - Bay of Plenty,4320.0,36573.0,40893.0,100.0,16,16,MainPack
2021-04-22,00200200,OHINEPANEA - Telemetry Site 13 - West of Rogers Rd,04 - Bay of Plenty,1171.0,7449.0,8620.0,100.0,16,16,MainPack
2021-04-22,00200242,AWAKERI - Telemetry Site 92,04 - Bay of Plenty,990.5,11960.5,12951.0,100.0,16,16,MainPack
2021-04-22,00210152,TAKITIMU DRIVE - Telemetry Site 105 - Inc ,04 - Bay of Plenty,2440.0,23517.0,25957.0,100.0,16,16,MainPack
2021-04-22,00210180,TEL Toll Gantry -Telemetry Site 122 - EB,04 - Bay of Plenty,975.5,6255.5,7231.0,100.0,16,16,MainPack
